timestamp,%,open,high,low,close,vol,vol_20d_MA,BB_1,BB_2,BB_3,Ichimoku _1,Ichimoku_2,Ichimoku_3,Ichimoku_4,Ichimoku_5,SAR,OBV,ADX,MACD_1,MACD_2,MACD_3,Stoch_RSI_1,Stoch_RSI_2,Klinger_Oscillator_1,Klinger_Oscillator_2,CMF
1993-02-17 14:30,-0.07,43.46875,43.53125,43.28125,43.4375,210900,None,None,None,None,44.203125,None,43.4375,None,None,45.05125,899400,None,None,None,None,None,None,None,None,None
1993-02-18 14:30,-0.07,43.9375,43.9375,42.8125,43.40625,378100,None,None,None,None,43.96875,None,43.40625,None,None,44.916925,521300,None,None,None,None,None,None,None,None,None
1993-02-19 14:30,0.36,43.40625,43.5625,43.34375,43.5625,34900,None,None,None,None,43.96875,None,43.5625,None,None,44.7906595,556200,None,None,None,None,None,None,None,None,None
1993-02-22 14:30,0.36,43.6875,43.78125,43.5625,43.71875,513600,None,None,None,None,43.96875,None,43.71875,None,None,44.67196993,1069800,None,None,None,None,None,None,None,None,None
1993-02-23 14:30,-0.07,43.84375,43.875,43.46875,43.6875,373700,None,None,None,None,43.96875,None,43.6875,None,None,44.56040173,696100,None,None,None,None,None,None,None,None,None
1993-02-24 14:30,1.29,43.71875,44.25,43.71875,44.25,26300,None,None,None,None,43.96875,None,44.25,None,None,44.45552763,722400,None,None,None,None,93.97891986,None,None,None,None
1993-02-25 14:30,0.21,44.21875,44.375,44.125,44.34375,44500,None,None,None,None,43.84375,None,44.34375,None,None,44.375,766900,None,None,None,None,93.97891986,None,None,None,None
1993-02-26 14:30,0.14,44.4375,44.4375,44.1875,44.40625,66200,321040,44.2734625,45.37525492,43.17167008,43.640625,None,44.40625,None,None,42.8125,833100,None,None,None,None,100,95.98594658,None,None,0.340479415
1993-03-01 14:30,-0.28,44.5625,44.5625,44.21875,44.28125,66500,274205,44.290625,45.38162153,43.19962847,43.6875,None,44.28125,None,None,42.8825,766600,None,None,None,None,93.90815326,95.96235771,None,None,0.259762651
1993-03-02 14:30,1.48,44.3125,44.9375,44.25,44.9375,182400,259300,44.325,45.45145739,43.19854261,43.875,None,44.9375,None,None,43.0058,949000,None,None,None,None,93.90815326,95.93876884,None,None,0.217212564
1993-03-03 14:30,0.42,45,45.15625,44.9375,45.125,280100,263240,44.3640625,45.54335569,43.18476931,44.25,None,45.125,None,None,43.177836,1229100,None,None,None,None,93.90815326,93.90815326,None,None,0.223286883
1993-03-04 14:30,-0.55,45.1875,45.1875,44.875,44.875,89500,241245,44.3671875,45.55153776,43.18283724,44.328125,None,44.875,None,None,43.3788024,1139600,None,None,None,None,92.41656205,93.41095619,None,None,0.130002166
1993-03-05 14:30,-0.28,44.9375,45.125,44.71875,44.75,40000,216670,44.3546875,45.5171329,43.1922421,44.328125,None,44.75,None,None,43.55967216,1099600,None,None,None,None,81.19421735,89.17297755,None,None,0.119414946
1993-03-08 14:30,2.23,44.84375,45.75,44.84375,45.75,50800,194605,44.39375,45.68182633,43.10567367,44.734375,44.28125,45.75,44.5078125,None,43.8225115,1150400,None,None,0.281753175,None,81.19421735,84.93499892,None,None,0.088535985
1993-03-09 14:30,-0.34,45.65625,45.6875,45.5,45.59375,169300,173265,44.425,45.79507641,43.05492359,44.9375,44.28125,45.59375,44.609375,None,44.05381012,981100,None,None,0.331216746,None,85.01685372,82.46842947,None,None,0.173163171
1993-03-10 14:30,0.21,45.59375,45.6875,45.40625,45.6875,194400,176880,44.4765625,45.95120162,43.00192338,44.96875,44.28125,45.6875,44.625,None,44.25735291,1175500,14.905743,None,0.373674338,None,93.64875074,86.6199406,None,None,0.233205375
1993-03-11 14:30,-0.27,45.71875,45.84375,45.5,45.5625,70900,161445,44.51875,46.06521775,42.97228225,45.03125,44.328125,45.5625,44.6796875,None,44.4794485,1104600,15.79325675,None,0.392708926,None,87.30153234,88.65571226,None,None,0.157554058
1993-03-12 14:30,-1.03,45.1875,45.21875,44.8125,45.09375,643600,192650,44.5265625,46.08295996,42.97016504,45.046875,44.328125,45.09375,44.6875,None,44.67045071,461000,14.87124851,None,0.365753587,None,72.74211861,84.56413389,None,None,0.19673955
1993-03-15 14:30,0.49,45.0625,45.3125,45.0625,45.3125,310800,206065,44.5625,46.15618872,42.96881128,45.28125,44.328125,45.3125,44.8046875,None,44.83471261,771800,14.20530923,None,0.357916742,None,51.76311377,70.60225491,None,None,0.269657022
1993-03-16 14:30,0,45.3125,45.4375,45.3125,45.3125,30800,188865,44.6546875,46.19711798,43.11225702,45.28125,44.328125,45.3125,44.8046875,None,44.97597784,771800,13.84250889,None,0.347697941,None,34.54087965,53.01537068,None,None,0.373611672
1993-03-17 14:30,-0.62,45.25,45.25,44.96875,45.03125,21800,179410,44.734375,46.17858488,43.29016512,45.28125,44.328125,45.03125,44.8046875,None,45.84375,750000,12.98816058,None,0.31329349,None,19.52776161,35.27725168,None,None,0.375231943
1993-03-18 14:30,0.62,45.21875,45.5,45.21875,45.3125,59300,163470,44.8296875,46.15764337,43.50173163,45.328125,44.328125,45.3125,44.828125,None,45.82625,809300,12.45887152,-0.035820294,0.305204038,0.341024331,18.15617313,24.07493813,None,None,0.399350044
1993-03-19 14:30,-0.62,45.28125,45.28125,45.03125,45.03125,66900,165070,44.903125,46.09847733,43.70777267,45.328125,44.328125,45.03125,44.828125,None,45.8091,742400,11.59159775,-0.054457752,0.272952141,0.327409893,8.392292323,15.35874235,None,None,0.364643798
1993-03-22 14:30,-0.56,44.59375,44.875,44.5625,44.78125,183400,148560,44.95625,46.02395783,43.88854217,45.203125,44.328125,44.78125,44.765625,None,45.759236,559000,11.71677185,-0.082223934,0.224629976,0.30685391,8.392292323,11.64691926,None,None,0.355775696
1993-03-23 14:30,0.21,44.90625,44.9375,44.8125,44.875,55200,132635,45.015625,45.91299529,44.11825471,45.203125,44.328125,44.875,44.765625,None,45.71136656,614200,11.68388235,-0.092131547,0.191689476,0.283821023,2.420319768,6.401634805,None,None,0.38765582
1993-03-24 14:30,0,44.8125,45.0625,44.59375,44.875,37200,133180,45.046875,45.87638446,44.21736554,45.03125,44.328125,44.875,44.6796875,None,45.6654119,614200,12.06485549,-0.096099301,0.163696897,0.259796198,4.840639535,5.217750542,None,None,0.37898881
1993-03-25 14:30,0.63,44.90625,45.25,44.84375,45.15625,110100,136460,45.0875,45.85235293,44.32264707,45.03125,44.328125,45.15625,44.6796875,None,45.62129542,724300,11.94605309,-0.077968323,0.162335795,0.240304117,14.73406726,7.331675521,None,None,0.379372787
1993-03-26 14:30,-0.55,45.125,45.15625,44.875,44.90625,101500,138225,45.1125,45.81695014,44.40804986,45.03125,44.59375,44.90625,44.8125,None,45.5789436,622800,11.83573657,-0.080662171,0.139476404,0.220138575,15.0052424,11.52664973,None,None,0.328012214
1993-03-29 14:30,0.42,44.9375,45.3125,44.9375,45.09375,87100,139255,45.153125,45.74601912,44.56023088,45.03125,44.65625,45.09375,44.84375,None,45.53828586,709900,11.32472873,-0.068163328,0.134934414,0.203097743,20.84698598,16.86209855,None,None,0.335568303
1993-03-30 14:30,0.28,45.15625,45.21875,45.09375,45.21875,56000,132935,45.1671875,45.75224726,44.58212774,45.03125,44.65625,45.21875,44.84375,None,45.49925443,765900,10.85022144,-0.050630457,0.139809672,0.190440128,24.69060668,20.18094502,None,None,0.30397987
1993-03-31 14:30,-0.07,45.34375,45.46875,45.1875,45.1875,111600,124510,45.1703125,45.75510513,44.58551987,45.015625,44.78125,45.1875,44.8984375,None,45.46875,654300,10.39662496,-0.040717568,0.139543168,0.180260736,41.51995346,29.01918204,None,None,0.199389548
1993-04-01 14:30,-0.35,45.25,45.25,44.9375,45.03125,129500,126510,45.178125,45.75098106,44.60526894,45.015625,44.984375,45.03125,45,None,45.4325,524800,9.976784485,-0.043984793,0.125279745,0.169264538,42.07691254,36.09582423,None,None,0.211137401
1993-04-02 14:30,-2.08,44.65625,44.65625,44.09375,44.09375,59400,127480,45.1453125,45.86806629,44.42255871,44.78125,44.96875,44.09375,44.875,None,45.352175,465400,11.21543251,-0.105099082,0.037890685,0.142989767,28.33986412,37.31224337,None,None,0.199508161
1993-04-05 13:30,0.5,44.4375,44.4375,44.1875,44.3125,172200,133550,45.0734375,45.82662733,44.32024767,44.78125,44.96875,44.3125,44.875,None,45.2766695,637600,12.36560569,-0.125238364,-0.013558188,0.111680176,15.30884118,28.57520595,None,None,0.171421193
1993-04-06 13:30,-0.28,44.40625,44.40625,44.0625,44.1875,129700,131570,45.003125,45.80956878,44.19668122,44.765625,44.953125,44.1875,44.859375,None,45.17953594,507900,13.63822178,-0.140291449,-0.063684134,0.076607314,10.33019905,17.99296812,None,None,0.160558364
1993-04-07 13:30,0.35,44.25,44.34375,44.15625,44.34375,28000,123250,44.9359375,45.72687123,44.14500377,44.765625,44.953125,44.34375,44.859375,None,45.09017306,535900,14.81993672,-0.133099025,-0.089766467,0.043332558,20.0179616,15.21900061,None,None,0.103891797
1993-04-08 13:30,-0.14,44.53125,44.53125,44.09375,44.28125,180800,128745,44.871875,45.65696556,44.08678444,44.765625,44.953125,44.28125,44.859375,None,45.00795922,355100,15.32063704,-0.125997341,-0.114164118,0.011833223,21.55145088,17.29987051,None,None,0.106948965
1993-04-12 13:30,1.41,44.71875,44.9375,44.65625,44.90625,348500,113990,44.8625,45.64122091,44.08377909,44.765625,44.953125,44.90625,44.859375,None,44.9375,703600,14.65244424,-0.075162996,-0.082120522,-0.006957526,45.17182135,28.91374461,None,None,0.131107985
1993-04-13 13:30,0.21,44.875,45.15625,44.84375,45,146100,105755,44.846875,45.60100426,44.09274574,44.765625,44.953125,45,44.859375,None,44.0625,849700,13.71109824,-0.033314508,-0.048600661,-0.015286153,65.4611377,44.06146998,None,None,-0.005626219
1993-04-14 13:30,-0.14,45.03125,45.0625,44.90625,44.9375,119600,110195,44.828125,45.55309806,44.10315194,44.65625,44.953125,44.9375,44.8046875,44.328125,44.084375,730100,12.83699124,-0.009187528,-0.026770563,-0.017583035,85.38679279,65.33991728,None,None,-0.023984762
1993-04-15 13:30,0,44.90625,45.03125,44.75,44.9375,148600,116535,44.8234375,45.54429718,44.10257782,44.609375,44.953125,44.9375,44.78125,44.328125,44.1058125,730100,12.21318373,0.006576722,-0.009362132,-0.015938855,85.87500516,78.90764521,None,None,0.003769008
1993-04-16 13:30,0,44.96875,45.03125,44.875,44.9375,47900,115965,44.8046875,45.49243603,44.11693897,44.609375,44.953125,44.9375,44.78125,44.328125,44.12682125,730100,11.63393389,0.016257998,0.004383642,-0.011874355,83.84688938,85.03622911,None,None,0.008179664
1993-04-19 13:30,-0.42,44.9375,45.0625,44.71875,44.75,157000,120470,44.790625,45.47072724,44.11052276,44.609375,44.78125,44.75,44.6953125,44.328125,44.14740983,573100,11.50652391,0.009616207,0.000145903,-0.009470304,76.90144315,82.20777923,1478.776766,None,-0.017673882
1993-04-20 13:30,-0.49,44.6875,44.75,44.25,44.53125,279500,125275,44.778125,45.46758244,44.08866756,44.625,44.78125,44.53125,44.703125,44.328125,44.16758663,293600,12.43265962,-0.008924612,-0.020626068,-0.011701456,62.94866757,74.5656667,-4788.997491,None,-0.032331252
1993-04-21 13:30,-0.07,44.625,44.625,44.375,44.5,67900,125910,44.759375,45.45761497,44.06113503,44.625,44.78125,44.5,44.703125,44.328125,44.1873599,225700,13.29264278,-0.021965417,-0.039158227,-0.017192811,48.85420182,62.90143751,-5943.496336,None,-0.032168196
1993-04-22 13:30,-1.26,44.3125,44.6875,43.9375,43.9375,97700,128935,44.7125,45.49427482,43.93072518,44.546875,44.71875,43.9375,44.6328125,44.328125,45.15625,128000,14.89691696,-0.064728369,-0.098103272,-0.033374903,27.85068492,46.55118477,-7619.589681,None,-0.072185966
1993-04-23 13:30,-0.43,43.84375,43.96875,43.6875,43.75,106000,128730,44.6421875,45.50084629,43.78352871,44.421875,44.59375,43.75,44.5078125,44.328125,45.0975,22000,16.77287347,-0.099799731,-0.158124567,-0.058324836,13.85449738,30.18646137,-9305.773345,None,-0.118200674
1993-04-26 13:30,-0.79,43.78125,43.9375,43.28125,43.40625,62600,126785,44.5671875,45.57036117,43.56401383,44.171875,44.375,43.40625,44.2734375,44.328125,44.988525,-40600,19.0544302,-0.1379557,-0.23076946,-0.092813761,0,13.90172743,-9889.832628,None,-0.104163502
1993-04-27 13:30,1.08,43.34375,43.875,43.34375,43.875,156800,130270,44.50625,45.52206248,43.49043752,44.171875,44.375,43.875,44.2734375,44.328125,44.8860885,116200,21.17301859,-0.123878561,-0.247661962,-0.123783401,13.7443883,9.19962856,-5699.23789,None,-0.035622448
1993-04-28 13:30,-0.21,43.8125,43.90625,43.71875,43.78125,85900,131765,44.434375,45.44175015,43.42699985,44.171875,44.375,43.78125,44.2734375,44.328125,44.78979819,30300,23.01998829,-0.11341576,-0.265553101,-0.152137341,25.82959009,13.19132613,-3396.872189,None,-0.067333533
1993-04-29 13:30,0.43,43.875,43.96875,43.625,43.96875,85000,130435,44.3734375,45.33773675,43.40913825,44.171875,44.375,43.96875,44.2734375,44.328125,44.6992853,115300,24.86856959,-0.087559619,-0.261586865,-0.174027246,43.01907491,27.53101777,-1315.952205,None,0.007343099
1993-04-30 13:30,0.14,44.125,44.28125,44.03125,44.03125,88500,128385,44.3234375,45.24904435,43.39783065,44.015625,44.375,44.03125,44.1953125,44.328125,44.61420318,203800,25.38911094,-0.061188293,-0.250512612,-0.189324319,48.15172726,39.00013075,653.6718875,None,-0.006832597
1993-05-03 13:30,0.64,44.09375,44.3125,43.90625,44.3125,80500,129440,44.334375,45.25401742,43.41473258,43.984375,44.375,44.3125,44.1796875,44.328125,44.53422599,284300,26.09636708,-0.021776914,-0.216545462,-0.194768548,63.43211281,51.53430499,2271.659359,None,0.047263574
1993-05-04 13:30,0.35,44.40625,44.625,44.34375,44.46875,149100,128285,44.3421875,45.26360688,43.42076812,43.984375,44.375,44.46875,44.1796875,44.5625,43.28125,433400,25.68402127,0.015814134,-0.17500088,-0.190815014,77.52788934,63.03724314,5208.071113,None,0.04123213
1993-05-05 13:30,0.28,44.46875,44.75,44.46875,44.59375,109000,127250,44.3625,45.28728883,43.43771117,44.015625,44.375,44.59375,44.1953125,44.5625,43.34,542400,24.91017954,0.048263304,-0.130485884,-0.178749188,91.98418202,77.64806139,7007.894307,-2410.744487,0.050707619
1993-05-06 13:30,-0.35,44.53125,44.5625,44.40625,44.4375,54700,128585,44.3671875,45.29249889,43.44187611,44.015625,44.375,44.4375,44.1953125,44.5625,43.3964,487700,24.33702369,0.057729885,-0.106586832,-0.164316717,93.75046827,87.75417988,5122.105202,-1334.623103,0.026531435
1993-05-07 13:30,-0.21,44.46875,44.46875,44.28125,44.34375,68000,122945,44.3703125,45.2948637,43.4457613,44.046875,44.265625,44.34375,44.15625,44.5625,43.450544,419700,24.09554248,0.056152197,-0.094126471,-0.150278668,89.11820167,91.61761732,3112.123261,-699.3736223,0.029034445
1993-05-10 13:30,0.21,44.40625,44.6875,44.40625,44.4375,113900,111215,44.346875,45.23909397,43.45465603,44.1875,44.21875,44.4375,44.203125,44.5625,43.50252224,533600,23.14129014,0.059572709,-0.075812781,-0.13538549,85.02203142,89.29690045,5176.186367,139.9920904,-0.129592073
1993-05-11 13:30,0.42,44.4375,44.625,44.3125,44.625,42600,106040,44.328125,45.17947962,43.47677038,44.1875,44.21875,44.625,44.203125,44.5625,43.55242135,576200,22.49451685,0.071793816,-0.04564322,-0.117437036,89.22349115,87.78790808,5514.378055,907.7615139,-0.11582971
1993-05-12 13:30,-0.14,44.4375,44.59375,44.4375,44.5625,31000,101610,44.309375,45.12185096,43.49689904,44.328125,44.21875,44.5625,44.2734375,44.5625,43.6003245,545200,21.89394166,0.072772266,-0.026471704,-0.09924397,94.02387675,89.42313311,5562.031155,1572.657177,-0.076415534
1993-05-13 13:30,-1.19,44.375,44.375,44,44.03125,129100,100635,44.2640625,45.0311784,43.4969466,44.328125,44.21875,44.03125,44.2734375,44.5625,43.64631152,416100,22.37240743,0.036572351,-0.053528531,-0.090100882,82.56541015,88.60425935,2163.291206,1657.033467,-0.15521852
1993-05-14 13:30,-0.07,44.03125,44.15625,43.96875,44,63500,101415,44.2171875,44.92635597,43.50801903,44.359375,44.21875,44,44.2890625,44.5625,43.69045906,352600,22.88209356,0.010792893,-0.076609766,-0.087402659,57.22616669,77.93848453,474.5117394,1488.101791,-0.170172878
1993-05-17 13:30,0.36,44.125,44.15625,43.9375,44.15625,34000,95265,44.1875,44.85335237,43.52164763,44.34375,44.21875,44.15625,44.28125,44.5625,43.73284069,386600,23.42395064,0.004837391,-0.081355921,-0.086193311,41.08692422,60.29283369,1027.418343,1422.28987,-0.095894139
1993-05-18 13:30,-0.07,44.1875,44.21875,43.96875,44.125,105200,86550,44.1671875,44.81437945,43.51999555,44.3125,44.21875,44.125,44.265625,44.5625,43.77352707,281400,23.66151973,-0.000357481,-0.086640163,-0.086282682,31.41460975,43.24256689,3053.729514,1655.352677,-0.110539921
1993-05-19 13:30,2.05,44.125,45.03125,43.84375,45.03125,50200,85665,44.19375,44.93077315,43.45672685,44.4375,44.171875,45.03125,44.3046875,44.5625,43.84375,331600,22.64273102,0.055026594,-0.017499439,-0.072526033,56.75385321,43.08512906,3711.215019,1949.047297,-0.082381721
1993-05-20 13:30,0.28,45.03125,45.15625,44.9375,45.15625,98200,85690,44.2546875,45.09164511,43.41772989,44.5,44.21875,45.15625,44.359375,44.5625,43.94875,429800,21.98870381,0.095494089,0.046841578,-0.048652511,74.77304869,54.31383722,5329.987625,2432.038772,0.031949701
1993-05-21 13:30,-0.9,45.1875,45.25,44.71875,44.75,221400,91460,44.3046875,45.13452064,43.47485436,44.546875,44.265625,44.75,44.40625,44.5625,44.078875,208400,20.74612418,0.090370002,0.064309992,-0.02606001,87.01744023,72.84811404,-57.69970427,2076.361847,-0.044669066
1993-05-24 13:30,0.42,44.84375,45.09375,44.84375,44.9375,30500,89855,44.38125,45.14533646,43.61716354,44.546875,44.265625,44.9375,44.40625,44.5625,44.1959875,238900,19.59230024,0.094624375,0.092220458,-0.002403917,78.45509591,80.08186161,441.8778354,1842.864131,-0.028146054
1993-05-25 13:30,0.21,45.125,45.125,45.03125,45.03125,191800,91605,44.4390625,45.21604459,43.66208041,44.546875,44.265625,45.03125,44.40625,44.390625,44.30138875,430700,18.60824263,0.09833539,0.12051532,0.022179931,72.06842503,79.18032039,4351.612358,2201.256735,-0.217881816
1993-05-26 13:30,1.25,45.15625,45.625,45.125,45.59375,102400,92430,44.5296875,45.3962709,43.6631041,44.734375,44.453125,45.59375,44.59375,44.453125,44.4602221,533100,18.91150428,0.131201704,0.18618206,0.054980357,85.0509848,78.52483525,5981.684026,2741.317777,-0.151978763
1993-05-27 13:30,-0.34,45.65625,45.65625,45.375,45.4375,53800,90870,44.603125,45.51487555,43.69137445,44.75,44.46875,45.4375,44.609375,44.46875,44.62766601,479300,19.25939379,0.134451107,0.22304424,0.088593133,89.15117363,82.09019449,6410.082484,3265.42702,-0.217803912
1993-05-28 13:30,-0.48,45.40625,45.40625,45,45.21875,79100,90400,44.6625,45.57221321,43.75278679,44.75,44.46875,45.21875,44.609375,44.46875,44.77166777,400200,18.39284273,0.11467182,0.231932909,0.117261088,85.07976247,86.42730697,3938.636423,3361.599792,-0.1666218
1993-06-01 13:30,0.97,45.375,45.8125,45.3125,45.65625,28300,87790,44.7296875,45.72091366,43.73846134,44.828125,44.546875,45.65625,44.6875,44.546875,44.93820092,428500,18.48820705,0.123114441,0.27115414,0.148039699,82.21667878,85.48253829,3985.028553,3450.661044,-0.211379266
1993-06-02 13:30,-0.14,45.53125,45.75,45.34375,45.59375,20300,81350,44.7859375,45.83740132,43.73447368,45.265625,44.578125,45.59375,44.921875,44.546875,45.07808878,408200,18.57675964,0.116613996,0.293807194,0.177193198,82.07684947,83.12443024,2977.646237,3383.0875,-0.21505128
1993-06-03 13:30,-0.34,45.5,45.5,45.34375,45.4375,21600,76980,44.828125,45.91254953,43.74370047,45.265625,44.71875,45.4375,44.9921875,44.546875,45.19559457,386600,18.65898704,0.094839599,0.295742696,0.200903098,83.55806401,82.61719742,2027.816711,3189.477387,-0.216586985
1993-06-04 13:30,-0.34,45.3125,45.3125,45.09375,45.28125,32000,75845,44.8703125,45.95631632,43.78430868,45.328125,44.71875,45.28125,45.0234375,44.546875,45.8125,354600,17.92776584,0.064417074,0.28142444,0.217007366,71.31403491,78.98298279,937.2516689,2867.730856,-0.183123593
1993-06-07 13:30,-0.35,45.375,45.375,45.125,45.125,121400,78515,44.909375,45.97277535,43.84597465,45.40625,44.828125,45.125,45.1171875,44.546875,45.798125,233200,17.4109559,0.030022051,0.25453493,0.224512879,56.07346171,70.31518687,-1971.899307,2176.355119,-0.239771707
1993-06-08 13:30,-0.9,45,45,44.71875,44.71875,104500,78045,44.9234375,45.96879087,43.87808413,45.265625,44.828125,44.71875,45.046875,44.546875,45.75495,128700,16.57285973,-0.021082655,0.19815956,0.219242215,31.71699587,53.03483083,-4250.684736,1258.206568,-0.251409202
1993-06-09 13:30,0.35,44.875,45.0625,44.8125,44.875,43300,78080,44.9359375,45.97266067,43.89921433,45.265625,44.828125,44.875,45.046875,44.546875,45.713502,172000,15.61409933,-0.044036187,0.164196981,0.208233168,18.15202142,35.31415966,-3146.701519,628.9339841,-0.292440204
1993-06-10 13:30,0.07,44.84375,44.9375,44.75,44.90625,17900,77425,44.953125,45.97581676,43.93043324,45.265625,44.828125,44.90625,45.046875,44.546875,45.67371192,189900,14.89752251,-0.056018687,0.13820981,0.194228496,10.26793795,20.04565175,-3447.984735,46.51702429,-0.299219432
1993-06-11 13:30,0.42,45.0625,45.15625,44.90625,45.09375,647400,103340,45.00625,45.93823377,44.07426623,45.265625,44.828125,45.09375,45.046875,44.546875,45.63551344,837300,14.08673667,-0.050397425,0.131231715,0.18162914,21.54230394,16.65408777,10541.55876,1545.808701,-0.015510914
1993-06-14 13:30,-0.14,45.15625,45.1875,45.03125,45.03125,64200,103375,45.0578125,45.86748908,44.24813592,45.234375,44.828125,45.03125,45.03125,44.546875,45.59884291,773100,13.42430179,-0.049876693,0.119283273,0.169159967,26.03977017,19.28333736,10741.96706,2859.54561,-0.026082043
1993-06-15 13:30,-0.21,45.09375,45.125,44.9375,44.9375,142400,108795,45.096875,45.79673548,44.39701452,45.109375,44.828125,44.9375,44.96875,44.546875,45.56363919,630700,12.50459576,-0.054460795,0.101083973,0.155544768,26.36380509,24.6486264,6475.109779,3376.054777,-0.105852577
1993-06-16 13:30,0.21,44.9375,45.03125,44.8125,45.03125,330900,120080,45.1421875,45.68398536,44.60038964,45.046875,44.828125,45.03125,44.9375,44.546875,45.52984362,961600,11.96864369,-0.049914262,0.09315194,0.143066202,25.31369419,25.90575649,-1456.747423,2685.654462,0.030927455
1993-06-17 13:30,0.35,45.125,45.1875,45.03125,45.1875,37400,119440,45.15,45.68967583,44.61032417,45.046875,44.828125,45.1875,44.9375,44.546875,45.49739988,999000,11.27522213,-0.035780793,0.098340211,0.134121004,32.22417456,27.96722461,-773.1466809,2191.540013,0.025734836
1993-06-18 13:30,-1.52,44.84375,44.84375,44.5,44.5,58500,117455,45.1171875,45.72664262,44.50773238,44.84375,44.828125,44.5,44.8359375,44.546875,45.43755588,940500,11.78432485,-0.070143919,0.046441105,0.116585024,26.29344777,27.94377217,-2205.050196,1563.455698,-0.040536641
1993-06-21 13:30,0.21,44.625,44.625,44.53125,44.59375,29300,107850,45.109375,45.74105802,44.47769198,44.84375,44.828125,44.59375,44.8359375,44.546875,45.38130253,969800,12.25706308,-0.083084978,0.012728801,0.09581378,19.15678585,25.89146939,-2876.699107,929.1478685,0.050948069
1993-06-22 13:30,0.07,44.65625,44.65625,44.5625,44.625,137500,113200,45.09375,45.75636791,44.43113209,44.84375,44.828125,44.625,44.8359375,44.546875,45.32842438,1107300,12.58103352,-0.085719946,-0.011336152,0.074383793,7.983111189,17.81111494,92.8051988,809.6703442,0.072152526
1993-06-23 13:30,-0.91,44.625,44.625,44.21875,44.21875,227600,114990,45.053125,45.81785024,44.28839976,44.703125,44.828125,44.21875,44.765625,44.546875,45.23965043,879700,13.706411,-0.10948198,-0.062468681,0.047013298,7.983111189,11.70766941,-5031.130795,-24.72981857,0.055462787
1993-06-24 13:30,1.34,44.34375,44.8125,44.34375,44.8125,243700,122055,45.0140625,45.74332663,44.28479837,44.703125,44.828125,44.8125,44.765625,44.546875,45.15797839,1123400,14.06065124,-0.081173209,-0.054453213,0.026719996,27.4447147,14.47031236,419.8235829,38.77781022,0.115379672
1993-06-25 13:30,-0.07,44.78125,44.90625,44.75,44.78125,44800,121605,44.98125,45.69012234,44.27237766,44.703125,45.015625,44.78125,44.859375,44.546875,45.08284012,1078600,14.05908199,-0.06141249,-0.050045616,0.011366874,44.06638636,26.49807075,1112.742669,192.2013614,0.117043792
1993-06-28 13:30,1.12,45,45.28125,44.9375,45.28125,439900,139645,44.984375,45.69794328,44.27080672,44.75,45.015625,45.28125,44.8828125,44.546875,44.21875,1518500,13.22354003,-0.014002307,-0.00613601,0.007866297,77.3997197,49.63694025,10206.89106,1622.871318,0.257251456
